Channel Group,Source,Domain,Date,Funnel,Campaign,Result type,Cost,Result,Result Rate,Cost per Result,Impressions,Clicks,CTR,Reach,Views,ThruPlays,Engagements,Engagement Rate,CPC,CPM,View Rate,CPV,CPE
 Paid Search , google , BIODERMA ,May-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 96,173,11.60%,€ 0.56,"1,493",173,11.60%,"1,493",0,0,0,0.00%,€ 0.56,€ 64.59,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,May-24,Conversion,BIO-2024-Photoderm-Eau-Solaire,Clicks,€ 87,190,1.80%,€ 0.46,"10,783",190,1.80%,"9,976",0,0,199,1.80%,€ 0.46,€ 8.03,0.00%, € -   ,€ 0.44
 Paid Social , meta , BIODERMA ,May-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 51,44,0.60%,€ 1.16,"7,400",44,0.60%,"6,550",0,271,456,6.20%,€ 1.16,€ 6.91,0.00%, € -   ,€ 0.11
 Paid Search , google , BIODERMA ,May-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 115,217,15.20%,€ 0.53,"1,424",217,15.20%,"1,424",0,0,0,0.00%,€ 0.53,€ 80.69,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,May-24,Conversion,BIO-2024-Photoderm-Eau-Solaire,Clicks,€ 88,209,1.90%,€ 0.42,"11,058",209,1.90%,"9,832",0,1,217,2.00%,€ 0.42,€ 7.96,0.00%, € -   ,€ 0.41
 Paid Social , meta , BIODERMA ,May-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 59,65,0.80%,€ 0.91,"8,257",65,0.80%,"7,438",0,246,429,5.20%,€ 0.91,€ 7.15,0.00%, € -   ,€ 0.14
 Paid Search , google , BIODERMA ,May-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 109,193,12.10%,€ 0.56,"1,599",193,12.10%,"1,599",0,0,0,0.00%,€ 0.56,€ 67.89,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,May-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 59,51,0.60%,€ 1.15,"7,968",51,0.60%,"7,296",0,310,545,6.80%,€ 1.15,€ 7.36,0.00%, € -   ,€ 0.11
 Paid Social , meta , BIODERMA ,May-24,Conversion,BIO-2024-Photoderm-Eau-Solaire,Clicks,€ 88,181,1.70%,€ 0.49,"10,670",181,1.70%,"9,620",0,0,185,1.70%,€ 0.49,€ 8.23,0.00%, € -   ,€ 0.47
 Paid Search , google , BIODERMA ,May-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 94,195,12.30%,€ 0.48,"1,591",195,12.30%,"1,591",0,0,0,0.00%,€ 0.48,€ 58.93,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,May-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 59,77,0.90%,€ 0.77,"8,631",77,0.90%,"7,516",0,279,534,6.20%,€ 0.77,€ 6.88,0.00%, € -   ,€ 0.11
 Paid Social , meta , BIODERMA ,May-24,Conversion,BIO-2024-Photoderm-Eau-Solaire,Clicks,€ 88,187,1.80%,€ 0.47,"10,509",187,1.80%,"9,397",0,0,189,1.80%,€ 0.47,€ 8.41,0.00%, € -   ,€ 0.47
 Paid Search , google , BIODERMA ,May-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 67,171,12.40%,€ 0.39,"1,380",171,12.40%,"1,380",0,0,0,0.00%,€ 0.39,€ 48.70,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,May-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 60,60,0.70%,€ 1.01,"8,452",60,0.70%,"7,688",0,400,735,8.70%,€ 1.01,€ 7.14,0.00%, € -   ,€ 0.08
 Paid Social , meta , BIODERMA ,May-24,Conversion,BIO-2024-Photoderm-Eau-Solaire,Clicks,€ 90,200,1.90%,€ 0.45,"10,696",200,1.90%,"9,753",0,0,208,1.90%,€ 0.45,€ 8.43,0.00%, € -   ,€ 0.43
 Paid Search , google , BIODERMA ,May-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 72,173,13.60%,€ 0.42,"1,276",173,13.60%,"1,276",0,0,0,0.00%,€ 0.42,€ 56.41,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,May-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 64,63,0.70%,€ 1.02,"8,783",63,0.70%,"7,770",0,376,671,7.60%,€ 1.02,€ 7.31,0.00%, € -   ,€ 0.10
 Paid Social , meta , BIODERMA ,May-24,Conversion,BIO-2024-Photoderm-Eau-Solaire,Clicks,€ 96,239,2.10%,€ 0.40,"11,409",239,2.10%,"10,138",0,1,242,2.10%,€ 0.40,€ 8.44,0.00%, € -   ,€ 0.40
 Paid Search , google , BIODERMA ,May-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 67,164,13.50%,€ 0.41,"1,212",164,13.50%,"1,212",0,0,0,0.00%,€ 0.41,€ 55.17,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,May-24,Conversion,BIO-2024-Photoderm-Eau-Solaire,Clicks,€ 90,163,1.80%,€ 0.55,"9,314",163,1.80%,"8,216",0,0,168,1.80%,€ 0.55,€ 9.68,0.00%, € -   ,€ 0.54
 Paid Social , meta , BIODERMA ,May-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 59,55,0.70%,€ 1.07,"7,340",55,0.70%,"6,929",0,377,642,8.70%,€ 1.07,€ 8.04,0.00%, € -   ,€ 0.09
 Paid Social , meta , BIODERMA ,May-24,Conversion,BIO-2024-Muttertag,Clicks,€ 35,41,0.70%,€ 0.86,"5,491",41,0.70%,"4,824",0,0,48,0.90%,€ 0.86,€ 6.43,0.00%, € -   ,€ 0.74
 Paid Search , google , BIODERMA ,May-24,Conversion,04_Gen_Muttertag,Clicks,€ 38,47,0.80%,€ 0.80,"6,234",47,0.80%,"6,234",0,0,0,0.00%,€ 0.80,€ 6.03,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,May-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 46,127,13.50%,€ 0.36,941,127,13.50%,941,0,0,0,0.00%,€ 0.36,€ 48.94,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,May-24,Conversion,BIO-2024-Muttertag,Clicks,€ 49,68,0.80%,€ 0.72,"8,183",68,0.80%,"7,237",0,0,74,0.90%,€ 0.72,€ 5.96,0.00%, € -   ,€ 0.66
 Paid Social , meta , BIODERMA ,May-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 58,53,0.60%,€ 1.10,"9,254",53,0.60%,"8,347",0,265,445,4.80%,€ 1.10,€ 6.32,0.00%, € -   ,€ 0.13
 Paid Social , meta , BIODERMA ,May-24,Conversion,BIO-2024-Photoderm-Eau-Solaire,Clicks,€ 88,197,1.90%,€ 0.44,"10,362",197,1.90%,"9,421",0,0,211,2.00%,€ 0.44,€ 8.45,0.00%, € -   ,€ 0.41
 Paid Search , google , BIODERMA ,May-24,Conversion,04_Gen_Muttertag,Clicks,€ 49,50,1.20%,€ 0.99,"4,176",50,1.20%,"4,176",0,0,0,0.00%,€ 0.99,€ 11.80,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,May-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 68,181,15.00%,€ 0.37,"1,206",181,15.00%,"1,206",0,0,0,0.00%,€ 0.37,€ 56.27,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,May-24,Conversion,BIO-2024-Muttertag,Clicks,€ 49,81,1.00%,€ 0.61,"8,460",81,1.00%,"7,254",0,0,97,1.10%,€ 0.61,€ 5.82,0.00%, € -   ,€ 0.51
 Paid Social , meta , BIODERMA ,May-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 59,62,0.60%,€ 0.95,"10,395",62,0.60%,"9,555",0,169,316,3.00%,€ 0.95,€ 5.64,0.00%, € -   ,€ 0.19
 Paid Social , meta , BIODERMA ,May-24,Conversion,BIO-2024-Photoderm-Eau-Solaire,Clicks,€ 89,205,2.00%,€ 0.43,"10,114",205,2.00%,"8,759",0,0,213,2.10%,€ 0.43,€ 8.75,0.00%, € -   ,€ 0.42
 Paid Search , google , BIODERMA ,May-24,Conversion,04_Gen_Muttertag,Clicks,€ 32,35,1.10%,€ 0.91,"3,293",35,1.10%,"3,293",0,0,0,0.00%,€ 0.91,€ 9.71,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,May-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 68,148,13.60%,€ 0.46,"1,088",148,13.60%,"1,088",0,0,0,0.00%,€ 0.46,€ 62.80,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,May-24,Conversion,BIO-2024-Muttertag,Clicks,€ 42,91,1.40%,€ 0.46,"6,564",91,1.40%,"5,554",0,0,98,1.50%,€ 0.46,€ 6.43,0.00%, € -   ,€ 0.43
 Paid Social , meta , BIODERMA ,May-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 58,68,0.70%,€ 0.86,"9,573",68,0.70%,"8,697",0,198,389,4.10%,€ 0.86,€ 6.10,0.00%, € -   ,€ 0.15
 Paid Social , meta , BIODERMA ,May-24,Conversion,BIO-2024-Photoderm-Eau-Solaire,Clicks,€ 88,185,2.00%,€ 0.47,"9,377",185,2.00%,"8,680",0,0,191,2.00%,€ 0.47,€ 9.35,0.00%, € -   ,€ 0.46
 Paid Search , google , BIODERMA ,May-24,Conversion,04_Gen_Muttertag,Clicks,€ 41,47,1.30%,€ 0.87,"3,637",47,1.30%,"3,637",0,0,0,0.00%,€ 0.87,€ 11.19,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,May-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 68,167,13.70%,€ 0.40,"1,223",167,13.70%,"1,223",0,0,0,0.00%,€ 0.40,€ 55.25,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,May-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 60,52,0.50%,€ 1.16,"9,931",52,0.50%,"9,476",0,291,526,5.30%,€ 1.16,€ 6.05,0.00%, € -   ,€ 0.11
 Paid Social , meta , BIODERMA ,May-24,Conversion,BIO-2024-Photoderm-Eau-Solaire,Clicks,€ 89,159,1.60%,€ 0.56,"10,108",159,1.60%,"9,331",0,0,166,1.60%,€ 0.56,€ 8.84,0.00%, € -   ,€ 0.54
 Paid Social , meta , BIODERMA ,May-24,Conversion,BIO-2024-Muttertag,Clicks,€ 31,52,1.10%,€ 0.59,"4,680",52,1.10%,"4,150",0,0,58,1.20%,€ 0.59,€ 6.57,0.00%, € -   ,€ 0.53
 Paid Search , google , BIODERMA ,May-24,Conversion,04_Gen_Muttertag,Clicks,€ 19,26,1.30%,€ 0.74,"2,067",26,1.30%,"2,067",0,0,0,0.00%,€ 0.74,€ 9.36,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,May-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 55,135,12.90%,€ 0.41,"1,045",135,12.90%,"1,045",0,0,0,0.00%,€ 0.41,€ 53.01,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,May-24,Conversion,BIO-2024-Photoderm-Eau-Solaire,Clicks,€ 91,189,1.70%,€ 0.48,"10,983",189,1.70%,"10,280",0,1,201,1.80%,€ 0.48,€ 8.28,0.00%, € -   ,€ 0.45
 Paid Social , meta , BIODERMA ,May-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 61,72,0.80%,€ 0.85,"9,139",72,0.80%,"8,351",0,333,568,6.20%,€ 0.85,€ 6.68,0.00%, € -   ,€ 0.11
 Paid Social , meta , BIODERMA ,May-24,Conversion,BIO-2024-Muttertag,Clicks,€ 31,48,0.90%,€ 0.65,"5,473",48,0.90%,"4,724",0,0,57,1.00%,€ 0.65,€ 5.71,0.00%, € -   ,€ 0.55
 Paid Search , google , BIODERMA ,May-24,Conversion,04_Gen_Muttertag,Clicks,€ 20,26,1.30%,€ 0.78,"1,995",26,1.30%,"1,995",0,0,0,0.00%,€ 0.78,€ 10.14,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,May-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 55,160,13.10%,€ 0.35,"1,220",160,13.10%,"1,220",0,0,0,0.00%,€ 0.35,€ 45.40,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,May-24,Conversion,BIO-2024-Muttertag,Clicks,€ 33,72,1.20%,€ 0.45,"5,899",72,1.20%,"4,773",0,0,85,1.40%,€ 0.45,€ 5.54,0.00%, € -   ,€ 0.38
 Paid Social , meta , BIODERMA ,May-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 64,78,0.80%,€ 0.82,"10,362",78,0.80%,"9,682",0,285,500,4.80%,€ 0.82,€ 6.20,0.00%, € -   ,€ 0.13
 Paid Social , meta , BIODERMA ,May-24,Conversion,BIO-2024-Photoderm-Eau-Solaire,Clicks,€ 96,210,1.80%,€ 0.46,"11,955",210,1.80%,"11,157",0,1,221,1.80%,€ 0.46,€ 8.01,0.00%, € -   ,€ 0.43
 Paid Search , google , BIODERMA ,May-24,Conversion,04_Gen_Muttertag,Clicks,€ 20,24,0.80%,€ 0.84,"2,955",24,0.80%,"2,955",0,0,0,0.00%,€ 0.84,€ 6.82,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,May-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 73,154,12.70%,€ 0.47,"1,212",154,12.70%,"1,212",0,0,0,0.00%,€ 0.47,€ 60.08,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,May-24,Conversion,BIO-2024-Muttertag,Clicks,€ 28,55,1.20%,€ 0.51,"4,419",55,1.20%,"3,745",0,0,62,1.40%,€ 0.51,€ 6.39,0.00%, € -   ,€ 0.46
 Paid Social , meta , BIODERMA ,May-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 60,52,0.60%,€ 1.16,"9,376",52,0.60%,"8,588",0,314,502,5.40%,€ 1.16,€ 6.43,0.00%, € -   ,€ 0.12
 Paid Social , meta , BIODERMA ,May-24,Conversion,BIO-2024-Photoderm-Eau-Solaire,Clicks,€ 91,204,1.90%,€ 0.45,"10,533",204,1.90%,"9,430",0,0,209,2.00%,€ 0.45,€ 8.64,0.00%, € -   ,€ 0.44
 Paid Search , google , BIODERMA ,May-24,Conversion,04_Gen_Muttertag,Clicks,€ 20,22,0.70%,€ 0.93,"2,949",22,0.70%,"2,949",0,0,0,0.00%,€ 0.93,€ 6.91,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,May-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 64,148,13.50%,€ 0.43,"1,093",148,13.50%,"1,093",0,0,0,0.00%,€ 0.43,€ 58.74,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,May-24,Conversion,BIO-2024-Photoderm-Eau-Solaire,Clicks,€ 89,208,1.90%,€ 0.43,"10,760",208,1.90%,"10,413",0,0,221,2.10%,€ 0.43,€ 8.28,0.00%, € -   ,€ 0.40
 Paid Social , meta , BIODERMA ,May-24,Conversion,BIO-2024-Muttertag,Clicks,€ 29,62,1.30%,€ 0.46,"4,668",62,1.30%,"4,172",0,0,69,1.50%,€ 0.46,€ 6.11,0.00%, € -   ,€ 0.41
 Paid Social , meta , BIODERMA ,May-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 59,62,0.60%,€ 0.95,"9,743",62,0.60%,"9,175",0,234,432,4.40%,€ 0.95,€ 6.07,0.00%, € -   ,€ 0.14
 Paid Search , google , BIODERMA ,May-24,Conversion,04_Gen_Muttertag,Clicks,€ 21,20,0.90%,€ 1.04,"2,262",20,0.90%,"2,262",0,0,0,0.00%,€ 1.04,€ 9.22,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,May-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 67,164,15.70%,€ 0.41,"1,044",164,15.70%,"1,044",0,0,0,0.00%,€ 0.41,€ 64.23,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,May-24,Conversion,BIO-2024-Photoderm-Eau-Solaire,Clicks,€ 89,226,2.00%,€ 0.39,"11,030",226,2.00%,"10,156",0,0,241,2.20%,€ 0.39,€ 8.04,0.00%, € -   ,€ 0.37
 Paid Social , meta , BIODERMA ,May-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 59,68,0.70%,€ 0.87,"9,373",68,0.70%,"8,847",0,177,357,3.80%,€ 0.87,€ 6.31,0.00%, € -   ,€ 0.17
 Paid Social , meta , BIODERMA ,May-24,Conversion,BIO-2024-Muttertag,Clicks,€ 19,44,1.50%,€ 0.43,"2,863",44,1.50%,"2,566",0,0,49,1.70%,€ 0.43,€ 6.54,0.00%, € -   ,€ 0.38
 Paid Search , google , BIODERMA ,May-24,Conversion,04_Gen_Muttertag,Clicks,€ 22,14,1.50%,€ 1.55,913,14,1.50%,913,0,0,0,0.00%,€ 1.55,€ 23.69,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,May-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 71,181,12.90%,€ 0.39,"1,403",181,12.90%,"1,403",0,0,0,0.00%,€ 0.39,€ 50.30,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,May-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 59,98,1.00%,€ 0.61,"10,019",98,1.00%,"9,084",0,129,291,2.90%,€ 0.61,€ 5.92,0.00%, € -   ,€ 0.20
 Paid Social , meta , BIODERMA ,May-24,Conversion,BIO-2024-Photoderm-Eau-Solaire,Clicks,€ 89,265,2.30%,€ 0.34,"11,488",265,2.30%,"10,674",0,0,273,2.40%,€ 0.34,€ 7.78,0.00%, € -   ,€ 0.33
 Paid Search , google , BIODERMA ,May-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 72,180,13.80%,€ 0.40,"1,308",180,13.80%,"1,308",0,0,0,0.00%,€ 0.40,€ 55.37,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Apr-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 58,75,0.90%,€ 0.78,"8,626",75,0.90%,"8,043",0,201,363,4.20%,€ 0.78,€ 6.74,0.00%, € -   ,€ 0.16
 Paid Social , meta , BIODERMA ,Apr-24,Conversion,BIO-2024-Photoderm-Eau-Solaire,Clicks,€ 86,214,2.30%,€ 0.40,"9,497",214,2.30%,"8,836",0,0,226,2.40%,€ 0.40,€ 9.05,0.00%, € -   ,€ 0.38
 Paid Search , google , BIODERMA ,Apr-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 48,152,15.30%,€ 0.32,991,152,15.30%,991,0,0,0,0.00%,€ 0.32,€ 48.64,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Apr-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 60,62,0.60%,€ 0.97,"10,176",62,0.60%,"9,451",0,196,377,3.70%,€ 0.97,€ 5.93,0.00%, € -   ,€ 0.16
 Paid Social , meta , BIODERMA ,Apr-24,Conversion,BIO-2024-Photoderm-Eau-Solaire,Clicks,€ 90,199,1.80%,€ 0.45,"11,344",199,1.80%,"10,408",0,0,207,1.80%,€ 0.45,€ 7.97,0.00%, € -   ,€ 0.44
 Paid Search , google , BIODERMA ,Apr-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 48,150,14.40%,€ 0.32,"1,043",150,14.40%,"1,043",0,0,0,0.00%,€ 0.32,€ 45.76,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Apr-24,Conversion,BIO-2024-Photoderm-Eau-Solaire,Clicks,€ 95,226,2.00%,€ 0.42,"11,430",226,2.00%,"10,449",0,0,245,2.10%,€ 0.42,€ 8.35,0.00%, € -   ,€ 0.39
 Paid Social , meta , BIODERMA ,Apr-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 64,78,0.80%,€ 0.82,"9,881",78,0.80%,"9,145",0,213,400,4.00%,€ 0.82,€ 6.45,0.00%, € -   ,€ 0.16
 Paid Search , google , BIODERMA ,Apr-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 57,149,14.00%,€ 0.38,"1,062",149,14.00%,"1,062",0,0,0,0.00%,€ 0.38,€ 53.45,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Apr-24,Conversion,BIO-2024-Photoderm-Eau-Solaire,Clicks,€ 92,232,2.20%,€ 0.39,"10,509",232,2.20%,"9,987",0,0,238,2.30%,€ 0.39,€ 8.72,0.00%, € -   ,€ 0.38
 Paid Social , meta , BIODERMA ,Apr-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 61,56,0.70%,€ 1.09,"8,545",56,0.70%,"7,850",0,261,468,5.50%,€ 1.09,€ 7.11,0.00%, € -   ,€ 0.13
 Paid Search , google , BIODERMA ,Apr-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 73,153,12.10%,€ 0.48,"1,266",153,12.10%,"1,266",0,0,0,0.00%,€ 0.48,€ 57.61,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Apr-24,Conversion,BIO-2024-Photoderm-Eau-Solaire,Clicks,€ 88,225,2.00%,€ 0.39,"11,161",225,2.00%,"10,432",0,0,235,2.10%,€ 0.39,€ 7.89,0.00%, € -   ,€ 0.37
 Paid Social , meta , BIODERMA ,Apr-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 59,68,0.80%,€ 0.86,"8,721",68,0.80%,"7,818",0,316,555,6.40%,€ 0.86,€ 6.71,0.00%, € -   ,€ 0.11
 Paid Search , google , BIODERMA ,Apr-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 81,183,13.00%,€ 0.44,"1,412",183,13.00%,"1,412",0,0,0,0.00%,€ 0.44,€ 57.37,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Apr-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 59,59,0.60%,€ 0.99,"9,798",59,0.60%,"9,125",0,177,334,3.40%,€ 0.99,€ 5.99,0.00%, € -   ,€ 0.18
 Paid Social , meta , BIODERMA ,Apr-24,Conversion,BIO-2024-Photoderm-Eau-Solaire,Clicks,€ 88,212,1.90%,€ 0.42,"11,047",212,1.90%,"10,274",0,0,223,2.00%,€ 0.42,€ 8.00,0.00%, € -   ,€ 0.40
 Paid Search , google , BIODERMA ,Apr-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 47,140,14.50%,€ 0.34,965,140,14.50%,965,0,0,0,0.00%,€ 0.34,€ 48.82,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Apr-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 58,58,0.60%,€ 1.01,"9,725",58,0.60%,"8,686",0,164,312,3.20%,€ 1.01,€ 6.01,0.00%, € -   ,€ 0.19
 Paid Social , meta , BIODERMA ,Apr-24,Conversion,BIO-2024-Photoderm-Eau-Solaire,Clicks,€ 88,209,1.90%,€ 0.42,"10,803",209,1.90%,"10,402",0,0,223,2.10%,€ 0.42,€ 8.10,0.00%, € -   ,€ 0.39
 Paid Search , google , BIODERMA ,Apr-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 50,149,17.10%,€ 0.34,869,149,17.10%,869,0,0,0,0.00%,€ 0.34,€ 57.86,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Apr-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 59,83,0.90%,€ 0.72,"9,444",83,0.90%,"8,585",0,162,324,3.40%,€ 0.72,€ 6.29,0.00%, € -   ,€ 0.18
 Paid Social , meta , BIODERMA ,Apr-24,Conversion,BIO-2024-Photoderm-Eau-Solaire,Clicks,€ 89,190,1.70%,€ 0.47,"10,897",190,1.70%,"10,258",0,2,205,1.90%,€ 0.47,€ 8.14,0.00%, € -   ,€ 0.43
 Paid Search , google , BIODERMA ,Apr-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 60,150,13.90%,€ 0.40,"1,083",150,13.90%,"1,083",0,0,0,0.00%,€ 0.40,€ 55.16,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Apr-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 60,90,0.90%,€ 0.67,"10,403",90,0.90%,"9,576",0,235,452,4.30%,€ 0.67,€ 5.81,0.00%, € -   ,€ 0.13
 Paid Social , meta , BIODERMA ,Apr-24,Conversion,BIO-2024-Photoderm-Eau-Solaire,Clicks,€ 90,188,1.50%,€ 0.48,"12,761",188,1.50%,"11,567",0,1,198,1.60%,€ 0.48,€ 7.08,0.00%, € -   ,€ 0.46
 Paid Search , google , BIODERMA ,Apr-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 57,113,15.00%,€ 0.50,753,113,15.00%,753,0,0,0,0.00%,€ 0.50,€ 75.38,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Apr-24,Conversion,BIO-2024-Photoderm-Eau-Solaire,Clicks,€ 95,257,2.00%,€ 0.37,"12,918",257,2.00%,"11,855",0,0,273,2.10%,€ 0.37,€ 7.38,0.00%, € -   ,€ 0.35
 Paid Social , meta , BIODERMA ,Apr-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 64,90,0.90%,€ 0.71,"9,987",90,0.90%,"8,949",0,187,390,3.90%,€ 0.71,€ 6.38,0.00%, € -   ,€ 0.16
 Paid Search , google , BIODERMA ,Apr-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 64,87,13.10%,€ 0.74,666,87,13.10%,666,0,0,0,0.00%,€ 0.74,€ 96.26,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Apr-24,Conversion,BIO-2024-Photoderm-Eau-Solaire,Clicks,€ 91,233,2.10%,€ 0.39,"10,867",233,2.10%,"10,064",0,0,244,2.20%,€ 0.39,€ 8.40,0.00%, € -   ,€ 0.37
 Paid Social , meta , BIODERMA ,Apr-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 60,68,0.80%,€ 0.89,"8,059",68,0.80%,"7,217",0,234,407,5.10%,€ 0.89,€ 7.49,0.00%, € -   ,€ 0.15
 Paid Search , google , BIODERMA ,Apr-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 76,104,13.10%,€ 0.73,792,104,13.10%,792,0,0,0,0.00%,€ 0.73,€ 95.47,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Apr-24,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 59,73,0.90%,€ 0.81,"8,233",73,0.90%,"7,157",0,341,577,7.00%,€ 0.81,€ 7.16,0.00%, € -   ,€ 0.10
 Paid Social , meta , BIODERMA ,Apr-24,Conversion,BIO-2024-Photoderm-Eau-Solaire,Clicks,€ 90,186,1.70%,€ 0.48,"10,845",186,1.70%,"9,694",0,1,196,1.80%,€ 0.48,€ 8.29,0.00%, € -   ,€ 0.46
